Faith Oneya,"The clumsiness of responses to the plight of learners by the Ministry of Education amid the global Covid-19 pandemic has exposed the painful reality of a government willing to eat its own children.

The ministry has issued an avalanche of dubious, contradictory policies ever since schools were closed in March, throwing learners into confusion at every turn.

It turns out that the problem is beyond what even the tough-talking CS Prof George Magoha could have imagined possible. He recently said powerful forces, including cartels in his ministry, are behind the pressure to reopen schools before the Covid-19 curve flattens. Surprise, surprise.

The chilling, unspoken reality in his words is that our children are on our own, for the ministry certainly can’t help them. But this does not absolve them of the responsibility of putting the safety and welfare of learners at the centre of every decision which affects them, cartels or no. In pushing for the haphazardly put together, logistically unhinged community-based learning (CBL) programme, and telling teachers and learners that they would not provide PPEs, the ministry demonstrated that they do not care about our children.

The intentions for the community learning programme are noble. You could even say they are as noble as the phantom Jubilee Laptops project.

The programme is supposed to “impart life skills like cultivating, weeding, grazing, hygiene, and storytelling” before schools reopen.

If you are wondering why a child who lives in an eight-storey building in Nairobi needs to learn how to cultivate, weed and graze, good for you! You are doing something that’s been excruciatingly rare for those in authority.

The High Court has temporarily halted the roll-out of CBL after a petition by a parent. But before this, the ministry had a different knee-jerk reaction: the virtual learning programme which only served to expose the digital inequality of learners. Even children can tell that there are gaps in the plans so far. Joy Lorna Adhiambo, the 14-year-old Lugulu Girls student “teacher” featured in the Saturday Nation a few weeks ago, demonstrated what one could do for learners with a little empathy and creativity. “Teacher Joy” started a makeshift school where she takes her “students” through lessons and helps them with their homework. Her goal is simple: to keep the neighbourhood children busy and engaged.

Perhaps the ministry should have “Teacher” Joy sit on their advisory board to tell them what children really want.

The safety and of our children will take a concerted effort from teachers, parents and government; the responsibility remains with the ministry.

As we creep closer to the peak in Covid-19 infections, we can’t afford to participate in the games the ministry wants us to play with our children.

If every ounce of creativity and empathy has been squeezed out of the ministry, then let the children stay home."
Faith Oneya,"The cardinal rule in the bible of corruption is, “Thou shalt not get caught”.

The Tourism ministry broke it when it was called out for appointing Pauline Njoroge as a member of the Tourism Regulatory Authority (TRA) board.

Social media pundits pulled out an undated post in which she had proposed that the land the Nairobi National Park sits on be put to “better and more profitable use”, prompting Cabinet Secretary Najib Balala to revoke her appointment.

His explanation? The ministry had just learnt of her past remarks about the park and could not associate itself with her. Yet we know information peddlers, especially the ones who make things go viral – like Edgar Obare and Robert Alai – are always on the government’s radar screen.

The question the ministry needs to answer is how her name got on the list in the first place. This might have been what prompted the Law Society of Kenya (LSK) to go to court questioning the validity of four of the TRA board appointments.

 In the petition, they argued that the appointments were “unconstitutional, unlawful and illegal because they were done in total disregard of procedural, constitutional and statutory requirements”.

Ms Njoroge’s name was one of them. Don’t believe the hyped-up demonstration of innocence by the government. Ms Njoroge’s website portrays a nirvana of information-sharing via social media.

 She claims to use it to “engage her followers on important happenings in Africa and their impact on the masses and also to advocate for Africa’s economic and political agenda”.

But her record tells a different story. Ms Njoroge’s stand as a peddler of the Jubilee government propaganda is well-known, having gained popularity during President Uhuru Kenyatta’s election campaigns in 2013 and 2017. It’s also worth noting that she received a Head of State Commendation in 2017. She trades in hard-nosed salvos. The government has always known and profited from them. Ms Njoroge’s case was hailed as a lesson on how not to use social media, but it’s the opposite.

She deserves to be a case study on how to nail social media use for personal and professional profit.

She should hold masterclasses on the subject. Mr Balala admitted, in a meeting with stakeholders in February 2020, that the move by the government in 2016 to have a railway line pass through the national park was a big mistake, adding that it would not have happened on his watch.

 This means he was watching and listening all along. So here we are, faced with an award-winning social media warrior whose words against the Nairobi National Park mirrored the government’s position at the time in allowing the standard gauge railway line encroach on a public green space and a CS who feigns ignorance. Just who’s fooling whom?"
Faith Oneya,"The phrase ‘starving artist’ doesn’t make too many people uncomfortable because our society and culture are rigged to ensure that it remains accurate.

A week ago, the Artcaffé chain of restaurants attempted to change this narrative by making a scandalous offer: free coffee and exposure of artistic work. The artists would get to showcase their art on coffee cups.

They sweetened the deal with an internship. Artcaffé was just doing what the Romans do, with a nicotine twist to keep the artists alert and compliant.

Kenyans were rightly infuriated by the offer. But the truth is that no amount of mathematics wizardry can tell you how many coffee cups it takes to declare an artist non-starving. So until that formula is passed, one can safely assume the only template Artcaffé was working with was the culture they had witnessed around art in Kenya: that it’s often treated as something to be enjoyed but not paid for. They might have thought they were doing artists a favour by offering to pay “something small”, a phrase that’s just a euphemism for: “You won’t afford your next meal with this payment”.

Had we ignored the ruckus for a minute, looked into our cups and attended to the root of the indignation, we would have discovered that Artcaffé is not the problem. We are.

The starving artist narrative starts at home, where parents discourage children from pursuing art because they will starve to death. In school, art is often sidelined and rarely associated with the success of a learner. On leaving the school system, artists come face to face with a society conditioned to expect art to be either free or dirt cheap. People will ooooh and aaaah at the artist’s photograph, painting, film, book, pottery or music but baulk when asked to pay for it.

If Kenyans truly supported art, then artists would not be continuously forced to fight the piracy monster. Joe Khamisi, a distinguished parliamentarian, lost the battle to piracy, and subsequently his royalties in 2018. His book, Kenya: Looters and Grabbers: 54 Years of Corruption and Plunder by the Elite, 1963 – 2017, was grabbed online and circulated for free. Anyone who shamelessly consumes or distributes illegally acquired online copies of books, music and other forms of art is complicit in the starvation of artists. Any bystander who doesn’t find a problem with this is the problem.

The creativity of artists will never grind to a halt if we keep exploiting their talent, but their motivation certainly will.

We don’t want that to happen, especially not at such a time when the Covid-19 pandemic has cast a pall of anxiety and misery over everything and art has been a source of relief and healing for many. Art can’t flourish where it isn’t valued. Let’s appreciate it by putting our money where our mouths are."
Faith Oneya,"""Close your legs!"" used to be a common phrase in Kenyan households when mothers and fathers berated little girls for not sitting “properly”.  Girls would demurely put their legs together, mortified that they had broken one of the unwritten rules on how to be a girl, and learning quickly that shame was part of the deal.

“Close your legs!” is an insidious phrase. To begin, what on earth does sitting with closed legs have to do with being a girl? Plenty, as we’ll soon find out. Hint: It’s not really about legs.

When the statement is peeled back, one realises that it is intertwined with morality, and inadvertently, sex. Good girls keep their legs closed.

“Close your legs” came to mind recently when NTV aired a clip on the Funga Miguu initiative in Kajiado South sub-county, termed as “a provocative and bold initiative that seeks to stomp out unplanned pregnancies in the area” in response to the rising cases of teenage pregnancies reported during the pandemic. If all that was in the communication brief was to just provoke people, then the spin doctor or whoever was in charge deserves a standing ovation.

But if the intention was to inspire teenage girls to “close their legs”, then they need to rewrite the script and mind their language.  Stigma and shame are a constant reality for pregnant teenage girls and such language only perpetuates this.

The reality constructed by a phrase like “Funga Miguu” (literally translated to ‘Close Your Legs’) is that girls are the problem.  More accurately, that the girls’ legs are the problem, metaphorically speaking.  It forces a warped narrative that the sometimes traumatic experiences of the girls boil down to the closing of their legs. If this manipulation of reality caused by the phrase doesn’t worry the good people of Kajiado South sub-county, then the problem is bigger than just language.

Poverty, sexual violence and forced marriages have continually been cited as some of the leading causes of teenage pregnancies in developing countries like Kenya so any language that puts the girls at the centre of the blame needs to be rejected. According to Plan International, teenage pregnancy increases when girls are denied the right to make decisions about their sexual and reproductive health and well-being.

The Funga Miguu people can be of better service to their community if they changed their language to reflect this reality. Girls don’t need to be told to close their legs. It’s the perpetrators of sexual violence who need to be told to zip up.

The real revolution will happen when we stop shaming pregnant teenage girls and start empowering them by providing them with the knowledge and information they need to navigate the choppy waters of life.  We can start that revolution by minding our language."
Faith Oneya,"If you want a sense of what public stigma against people with mental illness looks like, a decent place to start is the news coverage and overall reactions to American rapper Kanye West’s erratic tweets in July.

One rant that stood out was when he launched his presidential campaign in a disjointed speech. He later accused his family members of all kinds of evil.

His Tweets were fodder for news outlets, a majority of whom were catering to the insatiable appetites of their audience. More controversy. More entertainment. More spectacle.

The issue is that his tweets were taken at face value. Some social media users derived great pleasure from making fun of what he said. Memes were created and shared. Fun and entertainment was chosen repeatedly over compassion and understanding. The rapper has opened up in the past about his struggle with bipolar disorder. According to the World Health Organization, it typically consists of both manic and depressive episodes separated by periods of normalcy. His wife, Kim Kardashian, referred to the illness as “complicated and painful”.

In an ideal world, the context of his mental illness should have been shared alongside his tweets, especially by news outlets because they owe it to the public. This would have gone a long way in fighting stereotypes and stigma.

Former World Boxing Association middleweight champion Conjestina Achieng’s story takes a similar trajectory. She has fought schizophrenia in the full glare of a public that doesn’t have a reputation for understanding her invisible enemies. Her family has suffered the burden of the injustice of public stigma.

Long before politicians used her situation for photo and publicity opportunities, videos of the boxing champion speaking erratically circulated on social and mainstream media, demonstrating once again an acute lack of empathy and understanding whenever someone struggles with mental illness. One of the assumptions about mental illness is that it’s something to snap out of at will.

More recently, the Daily Nation reported that the pandemic was driving Kenyans into the jaws of mental health issues. Psychiatrist Dr Frank Njenga later reiterated this, expressing concern about the stigma associated with mental illness. “People are so afraid and shy of indicating that they suffer from depression or any other mental health illness that they would rather stay with their illnesses at home than expose themselves to the shame of confirming that they are humans and suffer from mental illnesses,” he said, adding that there is need to establish structures and systems to deal with stigma. If what awaits them is mockery and dismissal, who can blame them?

Let’s spare some compassion and understanding for our brothers and sisters suffering from mental illnesses. It’s the least we can do."
Faith Oneya,"‘Sorry’ can be a powerful word, especially when divorced from defensiveness, blame-shifting and rationalisations. One of the most significant moments in Australian history is when the then-Prime Minister, Kevin Rudd, delivered the ‘Sorry Speech’ in Parliament in 2008.

He apologised to Australia’s indigenous people for decades of suffering and mistreatment. Here’s an excerpt: To the mothers and the fathers, the brothers and the sisters, for the breaking up of families and communities, we say sorry / And for the indignity and degradation thus inflicted on a proud people and a proud culture, we say sorry.

If nothing else, the apology is a study in how to say sorry. For when done right, it can lay the foundation for deep, meaningful reflection and healing.

Our local politicians don’t do too well with apologies, as Nairobi Senator Johnson Sakaja proved recently when he was caught flouting Covid-19 rules.

After denying the allegations of being arrested through his Twitter account, he eventually owned up to his mistake, marrying his apology with a plethora of justifications and excuses. The cherry on the top? A resignation from his position as the chairman of the Senate ad hoc committee on Covid-19. “I apologise to Kenyans and accept full responsibility for my actions and I will present myself in court tomorrow. I have asked to be shown what I will be charged with; they are saying it is violation of curfew orders and I am saying that it is true. I am not trying to make an excuse,” he said. How’s that for ‘sorry’? Remember, he’s not ‘trying’ to make an excuse. He is in fact, making an excuse!

He’s not to blame. He knew he was forgiven even before he graced our TVs with an apology. That’s how generous and predictable Kenyans are. Perhaps it’s grace. Or naivety. Or apathy. One might also argue that nobody was actually given the opportunity to refuse the apology.

Having the opportunity to apologise for flouting Covid-19 rules is a privilege. Remember a little boy called Yusuf Moyo? Such senseless deaths are what Mr Sakaja and his political peers like Kasipul MP Ong’odo Were, who have no qualms about flouting Covid-19 rules, should be sorry for.

A section of Kenyans went on social media to express their support for the senator, especially when he resigned. Media personality DJ Soxxy captioned a photo of the resignation letter with the phrase “This is leadership”, earning mixed reactions. But it’s a comment by writer Kinyanjui Kombani which caught my attention. “Leadership is taking full responsibility by resigning as a senator. Leadership is asking hard questions, like why do some people get off with a 15k fine and others shot to death. Sorry, resigning from an ad-hoc committee that we didn't even know existed is not leadership?”

His comments attracted the venom of some Kenyans, who could not understand why an apology was not enough. Here’s an attempt at answering that:

Mr Sakaja's “Sorry” amidst surging numbers of Covid-19 points to the endemic and systemic impunity that we have come to accept as part of our culture. Politicians have little to worry about, now that some of them have already installed ventilators in their homes, unwilling to participate in any agitation for better public healthcare that would benefit their fellow Kenyans who depend on God-given lungs for air.

Writing about what it means to be sorry, Dr Carl Schneider says what makes an apology work is the exchange of shame and power between the offender and the offended, with the person apologising putting himself at the mercy of the offended party. This did not happen in Mr Sakaja’s case.

For anyone who says to err is human, you are absolutely right. But even the sincerest of apologies can’t undo damage that’s done. Time is ripe for us to turn a new page in how quickly we dish out forgiveness and how little we demand of our leaders."
Faith Oneya,"“Where is the love?” is a question that won’t cease as the Covid-19 pandemic rages on, leaving ugly stains on humanity.

The lyrics in Black Eyed Peas’ song by the same title would fit perfectly in the current situation: People killin' people dyin'/ Children hurtin', I hear them cryin'/ Can you practice what you preachin'?

Our children are not safe. They are either labouring hard somewhere or being hunted down by sex predators. Our women are not safe; they are dying at the hands of their partners. Experts have warned stress from social isolation is exacerbating tensions and increasing ""the risk of domestic and sexual violence against women and children"". Our men are not safe; they are being shot dead by the police for the flimsiest of reasons. Health workers  are not safe either. They recently buried one of their own, Dr Doreen Lugaliki, who died of Covid-19 complications. But the pandemic has also been an education in humanity

Because despite all the dreariness, a most unlikely hero (or villain, depending on your perspective) has emerged: the landlord. Perhaps the relationship between the landlord and tenant has become even more special because people have been forced to stay at home for longer periods than they are used to. Additionally, shelter is a basic need that Kenyans who have been rendered jobless by the pandemic can hardly afford.

Landlords have starred in some of the most heart-wrenching and heart-warming stories to come out of the pandemic. As some of them ignore the basic tenets of humanity by kicking out hungry, crying children, women and men and from their houses over rent arrears, some are restoring faith in humanity by taking extraordinary measures to make sure they are on the right side of history.

Alvan Gatitu, an actor and singer, knows the pain of being forced to sleep out in the cold because of rent arrears. In a viral video, he claimed that his landlord switched off his electricity and water for two-and-a-half weeks. He added that a friend who promised to host him asked the watchmen not to let him in. Where was the love? In Nairobi’s Kayole estate, 16 families were forced to spend the night in the cold after their landlord evicted them over rent arrears. One of the most shocking incidents, however, came from Nanyuki, courtesy of Jane Wamucii’s landlord. He removed the roof and door of her house, leaving her and her three children out in the cold. The landlords who take such extreme actions justify them by citing loans and their right to demand what’s theirs. Really?

However, for every tragic story, there's one with a happy ending. Take Mr Michael Munene, a landlord who waived rent for his tenants for four months and told them to focus on providing food for themselves and their families, adding that if the pandemic persisted, he would “see what to do”.

Mr Justus Eleman went to the same humanity school as Mr Munene. The Lodwar Town resident waived April rent totalling Sh66,000. He said the tenants had been consistent in paying rent and it was his time to show solidarity.

People like Mr Munene and Mr Eleman deserve acknowledgement as heroes. While we can’t all be landlords, those of us privileged to have a source of income can do that one little thing that will mean a meal for someone who would have slept hungry otherwise.

Like Victor Edalia who started Kibera Organic Gardens that supplies vegetables to at least 10 needy families on a weekly basis. It may be a long time before the economy starts humming again and it’s such kind acts that will keep all of us going. Research has also shown that kindness boosts happiness and wellbeing.

Let kindness to one another be the legacy of this pandemic. Start now. Moral excellence, as philosopher Aristotle said, comes about as a result of habit."
Faith Oneya,"The ‘antis’ and ‘pros’ of the Reproductive Healthcare Bill 2019 have much more in common than they would care to admit.

At the molten core of the fiery arguments about who’s right and who’s wrong lies a genuine desire to act in the best interest of those for whom the Bill is literally a matter of life and death: vulnerable girls, women and children (born and unborn).

Those girls and women for whom there will probably be no space for them to exercise these rights even if the Bill was passed into law. Those for whom a pregnancy complication signifies death of the child. Or mother. Or both.

It has been prejudicially labelled the ‘Abortion Bill’ by the ‘antis’, replete with an online petition to reject it. One such faction, the Evangelical Alliances of Kenya, argued that it normalises underage sex and encourages same-sex marriages. “If we allow sexual pleasure to be taught as a right, what happens when one wants the pleasure, and there’s no consenting partner of the opposite sex?” posed Bishop Kepha Omae, a member of the group, during a press briefing.

The answer for the ‘antis’ clearly lies in the rejection of the Bill. Yet it’s a fact that no amount of piousness can effectively control sexual urges, whether towards the same sex or not. Besides, underage sex still persists even under the watch of parents and guardians.

Let’s face it: there really can’t be a middle ground on matters sex or sexuality so this is not an argument for consensus on these topics. But because it’s the best interest of our girls and women, and by extension the unborn children, it’s critical for the ‘antis’, to draw from the Bill the potentially useful and empowering qualities that will promote these interests, even while rejecting the bits that seem to prick their morality. They might be difficult and painful concessions but they are necessary. It’s not about them.

Nakuru County senator Susan Kihika, who proposed the Bill, called this reaction by the ‘antis’ “misinformation, malice and intended to whip the emotions of the public”, adding that it’s just a reproductive healthcare Bill which does not encourage rape, underage sex or same sex marriage, as insinuated by members of the clergy. In an interview with Daily Nation, she emphasised that the State has a duty to ensure women and girls with disabilities have equal access to health care services.

Even if she is right, the person for whom the Bill is intended would probably listen to her pastor more than she would her politician. And one would be hard pressed to find a semi-literate girl or woman in the village using her evenings to catch up with the latest clauses in the Bill.

Civil society groups who have shown their support for the Bill have also been dismissed as having their own “NGO agenda to push” by the ‘antis’.

The other thing the ‘pros’ and ‘antis’ have in common is access to information and knowledge about the Bill. Trapped in their own convictions, they sometimes forget that the people for whom they claim to be fighting so hard for do not have the knowledge privilege that they do. The information in the Bill about access to family planning services, right to reproductive health information, right to assisted reproduction and safe motherhood should be shared without any spin to suit the agenda of either side. This means it needs to reach Wanjiku minus emotions, propaganda and exaggerations.

For the ‘antis’, the staggering numbers of maternal deaths, teenage pregnancies and unsafe abortions should be the jolt they need to take a sober look at the Bill. These realities should be what both factions respond to, as they probably won’t listen to each other.

The tension between those for and against the Bill can only be useful if women and girls remain at the centre of it. After all, as the Swahili say, when two bulls fight, it’s the grass that bears the brunt."
Faith Oneya,"It is obvious that love flows freely and abundantly in this household. From the warm and easy-going manner Priscilla Kanini interacts with everyone, you would never guess that she is the househelp.

George Kamau, 65, and his wife of 41 years, Veronica Wanjiru, 61, have lived with Priscilla Kanini, 51, for the last 33 years. She started working for them when she was only 18 years old.

The Kamaus have five children: John Mbugua, twins Allan Kamau and Helimah Muchiri, and another set of twins, Susan Otieno and Lawrence Njoroge, though they consider Priscilla’s only child, Martha Mbeke, one of their own. Martha, their ‘adopted’ child, has lived with the Kamaus since she was two years old.

She is now 28 years old, and will be getting married later this year. This unique story began in 1982 when Veronica was looking for someone to help take care of her last two children, Susan and Lawrence.

By then, she had lost count of the number of househelps she had employed. No one, it seemed, was a match for her family.

In frustration, she approached a friend who managed the Salvation Army hostels in Kariakor, and informed her that she was looking for a live-in help.

Priscilla had just completed a course in cooking, cleaning and other domestic chores, at the Nairobi Girls’ Centre in Kariakor, run by the Salvation Army, and was looking for a job.

She says,

“I had prayed to get a job with a family I could get along with. I promised God that if he granted me my prayer, I would work as if working for Him.”

When Veronica met Priscilla, she immediately had a good feeling about her. “My first impression of her was that she was respectful: after a few days of working for us, I could see that she was also hardworking and loyal, qualities that have not changed for the 33 years she has worked for us,” Veronica says, looking at Priscilla fondly.

George, Veronica’s husband, was also impressed.

 “When Priscilla came to live with us, the immediate difference I felt was that my wife quarrelled less – she became calmer and more settled,” he says with a hearty laugh.

Four years later, in 1987, Veronica noticed that Priscilla was behaving in a “strange” manner.

“Priscilla was generally a poor feeder, but then I noticed that she was not eating at all. She would also sweat profusely while working, especially while ironing clothes, something that got me very concerned. I decided to approach the friend who had recommended her to work for me. I wanted to find out whether she had complained of any health complications,” she says.

When her friend came, it did not take her long to diagnose the ‘condition’ Priscilla was suffering from. She was pregnant. “I can still see my friend laughing at me even now, she laughed so hard, amused that after five children, I could not tell that Priscilla was pregnant.” 

Some employers would have dismissed her immediately, but Veronica allowed Priscilla to continue working until the last trimester of her pregnancy, then sent her on maternity leave.

When she gave birth to her baby girl, Martha, Veronica decided to take the young family to her mother’s home in Kiambu, where she felt that mother and child would get better care, until Priscilla was strong enough to start working again.

Priscilla and her daughter lived with Veronica’s mother until Martha turned two, and then they returned to their home in Kambiti, Makuyu. 

Lasting relationship

Meanwhile, Veronica was yet to get a reliable helper. One day, she came back home, only to find her then seven-year-old  son, Allan, looking agitated.

“What is happening?” she asked him. “Auntie wants to beat us,” he replied. As she calmed him down, her mind wandered to Priscilla. She had always had a good rapport with her children, and none had ever complained of being mistreated in anyway by her. She had hardly finished the thought when her son said;

 “Mummy, please go and bring Priscilla back, she can live here with her child.”

That simple statement seemed to answer all her problems.

 “I took three days off work and drove all the way to Kambiti. When I got there, I was directed to a coffee plantation where Priscilla was working. The only question she had when I told her that I wanted her to come back home with me was where she was going to take all the coffee she had harvested, to which I replied that I was willing to pay for it. We picked Martha and drove back to Nairobi the same day.”  Veronica and her husband had informed their children of the arrival of their new ‘sister’ and they were all looking forward to meet her, as well as welcoming Priscilla back.

“That day, we were all so excited. I was seven years old, and had a brown teddy bear which I was itching to give her. It was our welcome gift for her, but when Martha saw it, she was so terrified, she started to cry,” Helimah, the couple’s second born daughter, recalls.

Mother and child eased into their new life smoothly, especially because the whole family and their friends accepted Martha without any reservations, including the family doctor, James Ndung’u, who insisted on treating Martha for free whenever she fell ill. To date, Martha gets free treatment at his clinic.

The Kamaus have educated Martha up to university – they even took her to the same primary school as their children.

Says Martha,

“We all went to Lang’ata West Primary School. Susan and Lawrence (the last born twins) were in upper primary at that time, and I remember them being very protective of me, they always looked out for me.”

Just like she saw her older siblings do, Martha would hand the fees structure and anything school-related to George, who she calls dad, and would go to Veronica with any “girl-related” expenses, while her mother would give her pocket money.

“When we took Martha in, we made a decision to raise her like our own, it is the least we could do because Priscilla has always been good to our children, and loved them unconditionally,” says Veronica, whose special name for Martha is Njoki, named after her younger sister, who she is very fond of.

Martha did not attain the pass mark to join a local university, and disappointed, turned to Helimah for advice. Helimah floated the idea of doing A–levels. Her parents agreed, and they immediately began to look for a school in Uganda. Once they got one, George and his wife travelled to Uganda with Martha and ensured that she was settled in before returning home.

“On that trip, there were so many things she was required to buy, we ended up using up all the money we had carried. Luckily, we had paid for the hotel room, but since we could not afford supper, we slept hungry,” George adds, laughing good-naturedly.

“We were all so happy that Martha was going to start this new life in Uganda, it seemed very exciting,” says Helimah.

Martha passed her examinations, and was admitted to Makerere University, where she graduated in 2012 with a Bachelor of Social Sciences with a major in International Relations.

“On her graduation day, the Kamaus were elated, especially because the promise they had made to themselves that she would get the same opportunities as their biological children had come to pass.

Says George,

“I did not want a situation where it would look like we had discriminated her, yet we had taken her under our wing.” Ensuring that Martha got a good education was also a way of rewarding their trusted employee.

“Priscilla is the most trustworthy and loyal house manager I have ever had. We value her, and wanted to give something back in return. We knew that nothing would give her greater joy than seeing her daughter became a successful person able to support herself.” Today, Martha is employed at a real estate company owned by one of her siblings, and is looking forward to her wedding later this year at the Africa Inland Church. Priscilla, who calls Veronica mama, says that she is happy here, and considers the Kamaus her second family.

“They accepted, respected and loved me and my daughter, and in return, I made a promise to do my job whole-heartedly and to love them and their children.”

No doubt, there are those who would want to know the secret to this lasting relationship, in a society where house helps and their employers rarely have a kind word for each other.

Mutual respect, they say.

“We respect each other,” says Veronica, adding that Priscilla is very disciplined and hardworking.

“While they were growing up, I never heard or saw her abusing the children in any way. She was very loving and gave them so much attention, we would be forced to point out that she was neglecting her child,” says George.

When they disagree, like adults who live together are wont to, they talk about it amicably.

“Of course we have disagreements from time to time, but through talking openly, we always come to an agreement.

At the moment, this big happy family is busy preparing for Martha’s wedding, George and Veronica at the fore front, after all, their last born daughter is about to turn the next chapter of her life, and they want to sure that the transition will be a memorable one."
Faith Oneya,"I know this question is bound to attract vitriol, but I will ask it all the same.

How come we go “oooh” and “aaah” at the sight of a father changing his child’s diaper but hardly notice it if it is a mother doing it? Isn’t he, after all, the child’s parent and should therefore do this as part of his natural duty as a care-giver?

There was a story recently in the Daily Nation about a single father of three who hawks in the streets of ***town with his 6-month-old daughter strapped on his chest.

The feedback section in the article was full of gushing comments such as, “He is such a good father,” among others, all praising his “goodness”.

Every day, I see mothers hawking with their children on their backs, others skilfully balancing young tots on one knee while aggressively hawking their wares, even sparing a few minutes to call out to their toddler who has gone too close to cars or administering some tough love.

Where are the accolades for these women? Where are the accolades for the single mothers who tough it out to ensure that their children do not lack? Aren’t they, just like the single fathers, being good parents?

The father that “dares” to “do the woman’s job” of bathing his child will take a selfie with the poor little naked child, post it on Facebook or Instagram and get flooded with 100-plus comments of how “good” a father he is, how “cool”, how “liberal”.

The mother that daily, religiously, bathes her little prince or princess hardly has time for the said selfies (Not with supper waiting to be cooked and served). Nobody thanks her for being “such a good mommy”. It is, after all, a woman’s job.

Why do we have baby-showers for women and not men? It is unheard of, nay, taboo, for a man to be seen or heard at such functions. They might be part of the WhatsApp group that helps plan the “Surprise” baby shower, but his duty will be clearly spelt out. Explicitly. “We know you are the child’s father, but your job is to keep the mother from finding out about the party, and to drop her off at the shower venue. Don’t ruin this!”

Little wonder, then, that everyday parenting tasks, if done by the father, are considered superhuman, but if done by the mother, are considered mundane.

It is not unusual to hear conversations like:

“So and so put the baby to sleep today, he is such a good father. Can you imagine a man soothing a baby to sleep? He is such a good dad.”

I cannot start explaining to you the many levels of ridiculous the above statement is.

Why wouldn’t a father soothe his baby to sleep? Isn’t he one of the first points of contact with his child? Doesn’t his blood flow in the child’s veins? Even if the child is adopted, has he not made the choice to be the father and shouldn’t he therefore behave in a manner to suggest that he is?

I go back to my question: why do we set such low standards for Kenyan fathers?

Granted, men and women are engineered differently. Women are indeed caregivers by nature, but to judge fatherhood by such low standards is as good as ridiculing them.

Hats off to the men and women who parent without glory. Parenting is tough enough as it is, without the shallow judgment that we have subjected men to. "
