Abigail Arunga,"Next week, the government is finally calling for the views of Kenya on the Huduma Bill, conducting a public participation forum at the Kenya School of Government (far enough for people who don’t care enough to not come) on July 31 (mid-week for working Kenyans, who are not likely to take a morning off) from 9 am. This bill that they want to pass will basically make you a criminal for doing anything without a Huduma Namba – and that is not an exaggeration. It’s almost as if the government is redefining what it means to be a citizen by the card, instead of by birth.

The Daily Nation has previously stated that ''The Huduma card shall serve as the official government-issued document for identification and conduct of transactions. This means that you will be required to have Huduma Namba to register as a voter, access universal healthcare, passport, apply for a driving licence, register a mobile phone number, pay taxes, transact in the financial markets and open a bank account.''

LINKING

The thing is, even though Kenyans were doing all of these things before, we weren’t doing it in a way that is controlled by a central (unguided) database. Even though when you key in your KRA pin, it automatically links to your email address, ID number, phone number, etc. – as does our new driver’s licenses with chips in them, and our passports – but apparently that isn’t enough linking. Apparently we need to once again link our information in another new system that will beat anything we have had before, ignoring the fact that the only things our current systems have managed to beat is a record for inefficiency. For some reason, we are to believe that this new dispensation will somehow offer a whole new world to us, while being run by the same people, with the same computers, in the same companies. But we’ll be made to pay for it again, I am sure, in a bold new budget that makes sure we pay for our debt to China with a whole country 14 times over.

CONSENT

Though the government claims that our information is intact, scandals like Cambridge Analytica and Safaricom’s recent hack spree prove otherwise. Should Kenyans even care if our data is private, if we are willingly on Facebook and Face App anyway? Yes. Yes, we should. Because consent was involved in signing up for Facebook – unlike this card and number being shoved down our throats (also, who asked for a Master Card link? And why Master Card?). And, let’s not forget that the High Court already said that registration was not mandatory: ‘In March this year, the High Court ruled that Huduma Namba registration should be voluntary and no one should be denied services. The government from February to May this year, undertook a voluntary Huduma Namba registration, netting about 35 million Kenyans.’ But denying services is exactly what they are trying to do.

It has been said that among the things that people without Huduma Namba will miss out on include registering marriages, registering for electricity connection and enrolling in public educational facilities. Most Kenyans don’t register their marriages anyway, seeing as most marriages in Kenya are customary. A lot of houses don’t have electrification in the first place, much less need to enlist for it – perhaps if the government fulfilled that promise, then there would be a need for this threat. Enrolling in educational facilities almost seems pointless if you’re not in a major city, town centre or somewhere a former president built a school – because educational resources are not evenly distributed, the curriculum hasn’t been figured out and teachers are working on less than bare minimum, which leads to many teachers doing less than the bare minimum.

PENALTIES

People who seek services without the number will be jailed for one year or pay a fine of Sh1 million. For getting services from a government that is supposed to be for Kenyans. It feels like we’re being put in a cage and prodded with electric wiring to see how far they can go. Transacting without a number has the same penalty, as does failure to register a birth. Then there’s a general penalty – which I suppose is for anything a policeman catches you with – put at six months in jail or a Sh5 million fine.
The jail cells are going to be quite full, if the Huduma Namba fiasco is anything to go by. Huduma Namba has been rife with miscommunication, threats, legalese and rampant confusion, topped with an insistence that despite all these things, Huduma Namba and Huduma Master Card must go on. Not only that, the issuing of the basic number has been fraught with appeals for return registration, extended deadlines (because obviously 35 million people did not register for this thing, as earlier lied) and incomplete information. How are they going to manage a countrywide card distribution when they can’t even issue IDs to Nubians in Nairobi?

I guess at some point they’ll get to me too and force me to register for something I care nothing for but will end up paying for regardless, browbeaten into submission by leaders I didn’t vote for, intent on selling my data for the next election and colonisation. It’s a bad idea, and I’m just adding my voice to the collective. Perhaps for once, the government will miraculously care for something other than its fat pockets and runaway borrowing."
Abigail Arunga,"In my opinion, there aren’t a lot of places to go in town that you can chill and hangout, have a drink, not have to watch your bag consistently, and get good service.

Then again, it’s been a bit of a while since the CBD has been a haunt of mine. That being said, when The Collective opened up in town, I couldn’t resist going to take a peek.

The Collective is a restaurant at View Park Towers, where Secrets used to be (look at me, showing my age). It’s now been made into a state of the art art gallery and eatery that delights all the senses, particularly your sight and your tongue.

It’s beautiful, and it’s clean. You walk in after the sign announcing its presence through the clear door, where a lovely security guard waits to welcome you, followed by the hostess.

You can either sit downstairs, in which case you will walk straight into the place, or go upstairs, up the stairs directly after the hostess station, and onwards.


There is a second set of stairs as well that lead to the same area, from the middle of the downstairs seating area, a bit like CJ’s in town but better planned and not as intrusive on someone wearing a skirt.

I generally sit upstairs, for varied reasons – I like the vibe of the upstairs area; I am usually there for their weekday performances, when there’s a songstress singing or DJ Frankie is playing.


 
I like the privacy it intimates when you’re far from the eyes of a crowd outside (which is anywhere in the restaurant, really, I am just being dramatic); and I like the private dining section that is upstairs as well. I enjoy The Collective generally, because it is a beautiful eating location, but I also love that the food matches the décor.

The day I was in town at this particular restaurant, I was distracted and hampered by the fact that I was hungry, and so I made the mistake of ordering far too much food.

Our waiter was kind with us and waited on our deliberations for almost 20 minutes as we decided on what to have. I wanted the spicy butternut soup and a medium done burger; my companion had the Norwegian salmon (which weighed in at a whopping 1950 a pop, probably one of the more expensive things on the menu).



The thing with The Collective is that you think the food is going to come in small baby fine dining portions. It doesn’t. Don’t make the same mistake I did. The food comes in hearty sizes, unapologetically so.

The spicy butternut soup was not even that spicy, but it was so good I wanted to lick my bowl – you know, the way we used to lick yoghurt cups when we were younger, including the cover? That is what I wanted to do with that soup.


By the time the burger and fries came, I only had space for half of that burger, and a few fries.

I don’t know why I thought I was so hungry – I was, but the soup was a lot. I had the rest packed for a later date.


 
Did I like how the burger tasted, though? Yes, I did – I just had no space for it. The salmon was pricy, but, it was very good salmon at the same time.

We were both very happy with our meal choices and decisions, as well as cocktails and such like, and excellent service.

If you haven’t been to The Collective, go soon. It’s in a convenient location, and it’s a perfect demonstration of what happens when two kinds of art – food, and canvas – merge together into perfection.
"
Abigail Arunga,"I was reading the Nation the other day and was quite shocked to discover that once again, the tax man is coming for someone else.

‘The Kenya Revenue Authority (KRA) has set its sights on developers of income-generating digital applications (apps) as part of wider plans to rope online businesses into the tax net.

The app developers are staring at tax demands on downloads on their platforms and resultant revenue, the taxman announced Wednesday.


 
KRA says it will work with the Communications Authority of Kenya (CA) to obtain transactions data by resident and foreign-based app developers doing business in Kenya.’ (the East African)

This, apparently, will lead to platforms like YouTube and Netflix being taxed in Kenya.

On the one hand, I see the sense in taxing multimillion dollar global corporations for the money that they are making in Kenya, tax-free. Of course if Kenyans are using the product, and they are making money from Kenyans, then it makes sense to give the money to the Kenyan government, no?

The same has been done in several countries all over the world, such as France, who recently put a three percent tax levy on something similar. Uganda just did it as well, in a misguided manner that taxed the citizens for using digital platforms like Facebook, and that led to a third or so of internet users in Uganda falling off Facebook and the internet completely – because surely, the approximately Sh200 tax being levied is about how much a typical Kenyan user would use in four days, assuming one is buying bundles – even less if one is not a heavy user, or watching too many videos.

That, in my opinion, was going about it the wrong way.

My question, though, is, this is the next move in a series of strange moves that the government insists on in the name of generating more money to support Kenya’s ever-ballooning budget.

In the last few years, our budget has gone up astronomically, just in the space of our current president’s term. And yet, instead of understanding the basic precept that you cannot tax a country into prosperity, the government and its ministries insist on taxing something – anything – more. Instead of reducing our debt, we take on more.

Instead of sluicing off a few hundred members of the executive who do nothing, we increase allowances. Surely, in terms of basic financial management, the answer would be to stop spending so much money? Much like in high school, where if you needed more money after pocket money had run out, you would either reduce your buying of crisps at the tucky, as opposed to stealing money from your fellow cube mate.

And honestly, I’m just worried about what the tax man is going to try and take from me next. There’s no way they will stop at YouTube and Netflix, simply because there is no way that money will be enough, and the money will never be enough – not for prosperity, and not for the greed of those currently in power.

Inevitably, the taxation may become too much to maintain a market in a country these American companies don’t even care about.

Then what? More, and higher, fuel levies? A newly created pet tax, sounds familiar…how about tax for more garbage disposal that doesn’t even exist as we speak? What next, will we pay a tax for breathing also?
"
Abigail Arunga,"In a bid to remain relevant to his conservative pseudo-Christian superiors and fans, the Kenya Film Classification Board Chief Executive Ezekiel Mutua has once again stuck his nose where it does not need to be.

It is interesting that Mr Mutua is constantly coming out to protect the children, when in reality, it is not his role to protect them. In fact, he seems to be intent on protecting his own sensibilities first.

What is he doing this time? Insisting that certain songs in the public sphere be banned from being played outside nightclubs.

As the KFCB boss, Mr Mutua’s role is to watch and classify films as suitable or unsuitable for Kenyan audiences, and then rate tem in terms of age and appropriateness accordingly – among other functions that include licensing, etc.

IMAGINATION

It takes a great stretch of the imagination to think that this must also include music, that is not in a film, or needing to be classified. It is, once again, directly out of his mandate.

I am not here to argue about the appropriateness of the songs he is banning.

Certainly, the lyrics are not the most educative for supposed young minds.

But again – this is not his role. Ask those in charge of what airs when on television.

Ask those in charge of answering the questions from these children. Focus on actual proper civic and sexual health education in schools, so that these kids are not learning all they know about sex – yes, I said it – from lyrics of a hype song, yes?

INTERNET

And protecting children is a bit of a fallacy at this point in the age of the internet, unless parents will now ban television, school, music, and all human interactions and even then, children will find what they want to see.

Historically, banning something is the quickest way to get everyone to see it (but don’t tell Ezekiel that, please).

Indeed, the use of the ‘think of the children’ line has been historically used as a logical fallacy argument, in terms of invoking emotion such that logical thought goes out of the window, particularly in terms of encouraging censorship in the past.

This is not and cannot be the focus of the original argument – just because in the first place, how many things are you protecting the children from?

How can this really be implemented?

PROBLEM

And what is the real problem at hand, outside of Mutua’s, and Kenya’s, obsession with non-existent purity?

I can’t pretend to understand where Ezekiel Mutua’s saviour complex stems from, but I think what he is trying to do in a misguided way is call for more protocols in terms of what children are exposed to –and I use this term very loosely.

If that is the case, can whoever is supposed to do that take charge before Ezekiel creates a docket for himself with a pay that he can steal?
"
Abigail Arunga,"In a bid to remain relevant to his conservative pseudo-Christian superiors and fans, the Kenya Film Classification Board Chief Executive Ezekiel Mutua has once again stuck his nose where it does not need to be.

It is interesting that Mr Mutua is constantly coming out to protect the children, when in reality, it is not his role to protect them. In fact, he seems to be intent on protecting his own sensibilities first.

What is he doing this time? Insisting that certain songs in the public sphere be banned from being played outside nightclubs.

As the KFCB boss, Mr Mutua’s role is to watch and classify films as suitable or unsuitable for Kenyan audiences, and then rate tem in terms of age and appropriateness accordingly – among other functions that include licensing, etc.

IMAGINATION

It takes a great stretch of the imagination to think that this must also include music, that is not in a film, or needing to be classified. It is, once again, directly out of his mandate.

I am not here to argue about the appropriateness of the songs he is banning.

Certainly, the lyrics are not the most educative for supposed young minds.

But again – this is not his role. Ask those in charge of what airs when on television.

Ask those in charge of answering the questions from these children. Focus on actual proper civic and sexual health education in schools, so that these kids are not learning all they know about sex – yes, I said it – from lyrics of a hype song, yes?

INTERNET

And protecting children is a bit of a fallacy at this point in the age of the internet, unless parents will now ban television, school, music, and all human interactions and even then, children will find what they want to see.

Historically, banning something is the quickest way to get everyone to see it (but don’t tell Ezekiel that, please).

Indeed, the use of the ‘think of the children’ line has been historically used as a logical fallacy argument, in terms of invoking emotion such that logical thought goes out of the window, particularly in terms of encouraging censorship in the past.

This is not and cannot be the focus of the original argument – just because in the first place, how many things are you protecting the children from?

How can this really be implemented?

PROBLEM

And what is the real problem at hand, outside of Mutua’s, and Kenya’s, obsession with non-existent purity?

I can’t pretend to understand where Ezekiel Mutua’s saviour complex stems from, but I think what he is trying to do in a misguided way is call for more protocols in terms of what children are exposed to –and I use this term very loosely.

If that is the case, can whoever is supposed to do that take charge before Ezekiel creates a docket for himself with a pay that he can steal?

"
Abigail Arunga,"#FormNiGani is a campaign that’s been running for the past two weeks on social media, trying to get Kenyans to think about their futures and what steps they need to take now to get to the futures they want.

They staged an entire production on the day the campaign started, with a ‘visit’ from the president of Kenya’s future - a pregnant woman, who did not speak much, so as to not alter the course of time. They even had a newspaper of the future, talking about how Kenya’s curriculum was being studied by American specialists so they can duplicate it; there was a Kenyan musician performing at Coachella, and voting, from the future, in Kenya, is done via smartphone.

WE RISE

The thing is, to me, these things seem so very attainable. In spite of how Kenya’s leaders seem incredibly intent on running this country to the ground, still, we rise. Kenyans are by far some of the most innovative, inventive, adaptive – and funny – people on the planet. For some reason we thrive in spite of corruption. We beat through bureaucracy. We work, even when hampered by inefficient systems. If we wanted this to be our future, it could be – simply because what we’ve done so far seems almost impossible as is. Think of M-Pesa – our repeatedly touted success story, students from Strathmore Law School beating students from Harvard and a functional free healthcare system in Machakos.

It is our lack of planning that’s stopping us, and ourselves; how we think about the future, what we think, and how we don’t plan for it. It’s the systems, and the thought that needs to go into what we’re doing next. I wonder, 50 years from now, if newspapers will still be talking about scandals. I wonder if I’ll be alive to see it, or whether the potentially toxic chemicals that people keep putting into food will finally do us all in. I wonder if people would ever be willing to vote in a female president, considering how Kenyan men think about leadership and gender. I wonder if Central Bank will be able to put out new money, and actually have the stock to support it; I wonder if we’ll finally be able to ban plastic bags and give solidly environmentally feasible alternatives that don’t just transfer money from one person’s pocket to another.

CANNOT WAIT

I have a dream for Kenya, too – that one day, the systems will actually work for the people, not against them. I can’t wait to see laws that favour all Kenyans of all types of all ages, across the many definitions of what a Kenyan is. I can’t wait for thought and planning to be part and parcel of being an active citizen in this country – whether for voting, or reproductive choices, or just within our own homes, our own ethics, our own circles. I want Kenyans to have the choice to choose what is better for them, not having to be alchemists to create gold from whatever rubbish we are handed. We can have that in this lifetime, because the resources are available. What we have to work with is more than enough – if we start thinking about how we can create that gold, starting now.
"
Abigail Arunga,"Yesterday, when I was walking through town, around Integrity Centre, I caught a whiff of teargas that proceeded to grip and choke me while I was minding my business. Unfortunately, Jaguar and his people didn’t want me to enjoy the afternoon. Apparently, teargas canisters were unleashed as soon as Jaguar and his supporters showed up, because they were heckling, because Jaguar is being seen at Integrity centre for charges questioning his – well, integrity.

First of all, as someone who has innocently inhaled copious amounts of teargas for things that are not my fault, I wonder at the person who decides that these volleys should be let loose in the first place. I mean, more often than not, they are shot at people defending their own rights – as has been my experience every time I’m marching for Kenya, with other Kenyans, as other Kenyans with Kenyans threaten us with water cannons.

That being said, if his hecklers were actually just being unruly because he was arrested, it really makes me question how, in 2019, the Kenyan mind is still functioning on voting for and supporting the guy who has the hit songs that all sound the same (like his campaign promises) and the other guy with the shiniest Range Rover.

I vote in Starehe. I was really hoping that Boniface Mwangi would take this seat. I know that is wishful thinking, somewhat, considering everything Boniface is and what he is generally associated with – but I was hoping that the people of Starehe would at least give him a chance. I didn’t think he would be in fourth place. Fourth! After we have been crying for leadership and assistance and begging for our rights to be fought for. Fourth! It’s enough to shake even the most patriotic of souls.

Instead, Jaguar was the choice. Jaguar who, to my knowledge, above and beyond crying on television, hasn’t done much more for Starehe. Jaguar who, in spite of his associations, as well, was voted in and now riles up his people to rile up others when he’s facing the possibility of accountability for what he is suspected to have done. And who is running with him, causing chaos? The people he has done nothing for.

It has always been my deepest hope that Kenyans rise from the slumber that they’re so comfortable with. But today, after I choked on the air, I realised that it is not yet Uhuru, even with Uhuru at the supposed helm. The revolutionaries are treated so badly, no one even wants to be revolutionary now. So what happens to a dying country? Who saves it, since it apparently won’t be ourselves?
"
Abigail Arunga,"Now, every movie I watch with an Asian-oriented cast is always going to be compared with blockbuster hit Crazy Rich Asians, and with good reason — CRA broke the box office boundaries of what could be seen as a successful film, and took no prisoners.

Always Be My Maybe was released on a smaller screen — Netflix — but it has actors and a storyline just as worthy, with the same romcom flair.

FIXES PLUMBING IN HER HEART

Wong plays an incredibly successful chef about to open up a new restaurant in her hometown, with a fiancé who doesn't really seem to want to get married and a personal assistant with almost no filter.

Her hometown also means her old hometown flings — namely, Park, who is dating a hippie and still playing for the band he played for in high school.

He hasn't moved on from what he was, but she may or may not have moved from her feelings for him — but they'll discover whether this is for sure after he fixes the plumbing in her heart — err, I mean, house.
"
Abigail Arunga,"I'm always looking for tacos that can beat out my steady favourite, Fonda.

Fonda has the best tacos (kwanza the fish ones, the pescado ones. I know you wouldn't expect fish tacos to be great, but when you taste them, you'll wonder how you ever had anything else, and how you ever thought fish tacos were a bad thing).

That being said, because their tacos are so good, everyone else just pales in comparison.


This was definitely true for the taco place at Village Market. You know how Village Market has like 42 different restaurants all of a sudden, and so you're literally and figuratively spoiled for choice when you get there?

Sometimes, choice isn't a good thing. Needless to say, Fonda is still winning the tough taco competition taking place in my heart.


The taco joint at Vima is called Taco Bar. While I'm a big fan of the Mexican Fiesta type décor, I don't think I would necessarily want to go back again. The drinks are fairly priced – I had a strawberry margarita (mistake number two, after walking into the place) – which I didn't think was worth the 650 I paid for it.

But this is the thing – they're trying to offer a skimped Mexican experience, and it just isn't cutting it.


 
They have various taco options – Baja Style Fish, Chivo Guistado (goat), Frijoles Negros (black beans), Carnitas (pulled pork), and a Butternut and Kale option that brings the vegetarian possibilities to two, unless you're vegan, in which case, that's one choice.


You get three for 900, or one for 350. You can add extras, like guacamole (which they serve in nice big quantities) or chip (which are just Ola chips that it doesn't make the most sense to pay 90 bob for).

Everything was just ok. The tacos didn't blow my mind. The avocado did, but then again, it's avocado. Of course it is going to blow my mind. That's a given. The margarita was meh.


The seating and the décor was cool, but I don't go to a place solely for seating and décor. I need to check out the other restaurants that the Village Market complex has to offer, because I definitely won't be coming back to this one.
"
Abigail Arunga,"For those of you who are new here, I love brunch.

I love everything to do with breakfast, and when you add non-traditional breakfast foods to it, plus alcohol if that's your flavour, I love it even more (ironically, I rarely have mimosas outside of brunch, and rarely do alcohol where brunch is involved in the first place). For those of you who are not new here – I went to another brunch!


Initially my brunching friends and I were supposed to check out the Shamba Cafe, which is located, as I understand, somewhere in the middle of Loresho. But fate turned our hand – we made a reservation, for sitting outside, but then it started to rain.

And so the cafe closed down the outside seating area, which meant the inside area was doubly full – which meant, according to the person answering the phone, that there was going to be no space for us to sit, reservation or no, until 2pm.


We were not at all willing to wait that long, and so we decided to go to the secondary option that was decided during our monthly brunch planning meeting. That sounds a lot fancier than it actually is – it's usually decided upon during a loose happy hour, and it sticks.

The second joint was a spot off Kiambu Road called The Goat Cafe – alternately known, on social media, as The Goat Social Club. Which I decided was a bit of an exaggeration when we got there, but we went nonetheless.


The Google Maps pin will take you a little past the actual joint, so you should just stop on Mushroom Road when you see the sign and turn in as opposed to following the location. It's right next to Adele Dejak's place, so look out for either of those.


The word I would use to describe the décor would be a combination of three: rustic shabby chic. Think the Alchemist but smaller and with more kitschy things.

They're not too focused on whether or not the fixtures are modern or the seats are brand new – a contrast to most Nairobian restaurants, which I suppose is what they were going for. They're into the unfinished walls and stuffing puffing out seats type of layout, which I was not crazy about, but I really wanted to try the food, so in we went.


They have a widely varied assortment of wall hangings, from classic paintings to the rudimentary, to random eccentric chandeliers hanging above the main service counter. The area extends into an outside seating area, but I was far too cold to give this any attention.

We sat down and were brought the menu. The menu is small, and additions or sides are not necessarily an option, so don't go expecting to be able to add bacon to anything, really.


The brunch menu consisted of one choice of (goat, seafood or veg) taco, a crepe, and a hot drink, for Sh1,850. Though the taco was sizeable, and tasty, to me, it didn't feel very much like a brunch meal that was particularly special.

I had the burger, done medium rare, from the original menu, which was very tasty and took me all of seven minutes to finish. I also added a salad, because I thought the burger would be too small, but my eyes were much bigger than my stomach, and I ended up taking it away.


But also, I wasn't extra motivated about the salad for some reason – it was a spicy chicken salad with sweet potatoes in it as well, but I think it was the beets addition that turned me off. I'm not a big fan of beets.


Would I go back to the Goat Cafe? Probably not, but I understand it's appeal in a back-of-the-woods hidden spot kind of way. The food was good, which is what this column is about, isn't it?
"
